id,modulo,nivel,modelo,nome_do_teste,resultado,erro_ts_code,erro_mensagem,arquivo,linha
246,SalesController,integracao,deepseek,E2E Scenarios > should complete full sales lifecycle: create -> read -> cancel,nao_executado,TS2740,"Type 'DeepPartial<Event>[]' is missing the following properties from type 'Event': id, title, description, date, and 6 more.",src/tests-ia/deepseek/integration/sales.controller.spec.ts,117
247,SalesController,integracao,deepseek,should prevent double purchase when stock is insufficient,nao_executado,TS2740,"Type 'DeepPartial<Event>[]' is missing the following properties from type 'Event': id, title, description, date, and 6 more.",src/tests-ia/deepseek/integration/sales.controller.spec.ts,117
248,SalesController,integracao,deepseek,should handle multiple sales for different tickets,nao_executado,TS2740,"Type 'DeepPartial<Event>[]' is missing the following properties from type 'Event': id, title, description, date, and 6 more.",src/tests-ia/deepseek/integration/sales.controller.spec.ts,117
249,SalesController,integracao,deepseek,Authentication and Authorization > should reject requests with expired JWT token,nao_executado,TS2740,"Type 'DeepPartial<Event>[]' is missing the following properties from type 'Event': id, title, description, date, and 6 more.",src/tests-ia/deepseek/integration/sales.controller.spec.ts,117
250,SalesController,integracao,deepseek,should reject requests with malformed Authorization header,nao_executado,TS2740,"Type 'DeepPartial<Event>[]' is missing the following properties from type 'Event': id, title, description, date, and 6 more.",src/tests-ia/deepseek/integration/sales.controller.spec.ts,117
251,SalesController,integracao,deepseek,should reject requests with empty Authorization header,nao_executado,TS2740,"Type 'DeepPartial<Event>[]' is missing the following properties from type 'Event': id, title, description, date, and 6 more.",src/tests-ia/deepseek/integration/sales.controller.spec.ts,117
252,SalesController,integracao,deepseek,should require authentication for all endpoints,nao_executado,TS2740,"Type 'DeepPartial<Event>[]' is missing the following properties from type 'Event': id, title, description, date, and 6 more.",src/tests-ia/deepseek/integration/sales.controller.spec.ts,117
253,SalesController,integracao,deepseek,Business Rules Validation > should prevent selling more tickets than available,nao_executado,TS2740,"Type 'DeepPartial<Event>[]' is missing the following properties from type 'Event': id, title, description, date, and 6 more.",src/tests-ia/deepseek/integration/sales.controller.spec.ts,117
254,SalesController,integracao,deepseek,should prevent selling more tickets than event capacity,nao_executado,TS2740,"Type 'DeepPartial<Event>[]' is missing the following properties from type 'Event': id, title, description, date, and 6 more.",src/tests-ia/deepseek/integration/sales.controller.spec.ts,117
255,SalesController,integracao,deepseek,should maintain data consistency with concurrent sales (sequential test),nao_executado,TS2740,"Type 'DeepPartial<Event>[]' is missing the following properties from type 'Event': id, title, description, date, and 6 more.",src/tests-ia/deepseek/integration/sales.controller.spec.ts,117
